Date,EUA,TTF,SPRD GER,SPRD FR,SPRD IR
08/04/2023,97.04,46.38,45.37,51.29,44.64
09/04/2023,97.18,46.38,78.46,78.46,79.23
10/04/2023,97.33,43.71,74.36,85.03,78.35
11/04/2023,97.47,43.59,165.48,141.19,118.11
12/04/2023,96.27,43.33,57.7,69.94,126.01
13/04/2023,94.39,43.9,87.7,79.2,102.88
14/04/2023,94.11,43.0,63.31,62.87,69.46
15/04/2023,93.71,41.69,52.34,58.08,50.36
16/04/2023,93.31,41.69,45.74,45.63,41.98
17/04/2023,92.91,41.78,90.51,89.51,70.99
18/04/2023,95.15,42.29,57.38,56.34,80.27
19/04/2023,94.39,42.62,130.64,47.28,52.03
20/04/2023,91.74,42.12,59.77,60.66,61.63
21/04/2023,89.86,40.93,143.83,67.63,50.83
22/04/2023,89.43,40.67,126.22,109.44,46.2
23/04/2023,88.99,40.67,133.26,104.85,32.34
24/04/2023,88.56,40.9,59.92,59.92,36
25/04/2023,86.81,39.79,79.68,54.93,57
26/04/2023,86.24,39.66,62.12,62.12,62.52
27/04/2023,86.68,38.7,72.6,46.34,57.97
28/04/2023,87.65,38.85,36.46,43.31,91.94
29/04/2023,86.98,38.2,53.8,49.12,37.86
30/04/2023,86.3,38.2,128.93,120.7,37.42
01/05/2023,85.63,39.58,95.81,103.85,62
02/05/2023,88.52,38.05,60.89,60.89,47.34
03/05/2023,85.15,38.32,98.08,74.16,42.33
04/05/2023,84.5,36.58,65.32,55.73,68.71
05/05/2023,84.96,35.53,51.56,51.1,47.05
06/05/2023,85.17,39.58,61.81,62.07,33.34
07/05/2023,85.38,39.58,107.44,85.11,35.16
08/05/2023,85.59,35.13,58.81,44.77,41
09/05/2023,87.51,35.28,60.02,36.83,62.1
10/05/2023,89.06,36.21,55.77,63.68,47.89
11/05/2023,88.57,35.73,71.78,80.57,39.64
12/05/2023,88.93,34.46,52.03,42.14,85.75
13/05/2023,88.33,33.52,114.26,106.32,36.44
14/05/2023,87.74,33.52,127.83,106.1,26.71
15/05/2023,87.14,33.78,60.76,53.72,41.11
16/05/2023,88.93,32.01,97.5,102.18,39.26
17/05/2023,88.04,31.83,124.93,105.92,69
18/05/2023,89.65,32.25,96.46,90.54,42.76
19/05/2023,89.43,29.77,58.5,42.72,36
20/05/2023,88.7,28.97,89.12,87.71,29.61
21/05/2023,87.98,28.97,132.37,114.36,12.69
22/05/2023,87.25,29.21,93.51,35.62,42.46
23/05/2023,85.8,28.84,99.8,75.81,70.5
24/05/2023,84.79,28.58,107.47,36.53,55.93
25/05/2023,82.63,28.24,114.53,79.34,62.69
26/05/2023,83.13,26.66,115.62,91.61,60.74
27/05/2023,83.09,28.32,130.96,100.91,66.25
28/05/2023,83.04,28.32,209.97,118.77,46.26
29/05/2023,83.0,23.94,195.33,131.14,37
30/05/2023,80.38,24.54,98.08,63.36,66.24
31/05/2023,80.77,24.62,120.41,101.55,68.05
01/06/2023,78.95,26.58,117.03,99.99,60.13
02/06/2023,78.52,23.83,73.68,63,20.4
03/06/2023,79.97,23.25,5.51,80.59,26
04/06/2023,81.41,23.25,146.14,131.09,47.16
05/06/2023,82.86,23.41,89.3,37.13,41.82
06/06/2023,81.64,26.74,81.79,42.04,43.64
07/06/2023,83.86,26.56,71.25,40.76,58
08/06/2023,83.35,26.0,50.0,37.54,54.99
09/06/2023,86.14,27.45,42.39,42.39,42.55
10/06/2023,86.83,28.72,106.19,82.11,55.76
11/06/2023,87.53,28.72,141.94,121.8,38.54
12/06/2023,88.22,28.37,81.88,51.94,67.53
13/06/2023,90.72,30.32,71.58,52.58,100.9
14/06/2023,93.62,29.88,78.05,64.78,156.71
15/06/2023,92.93,36.98,78.91,49.49,106.11
16/06/2023,91.92,41.2,75.79,73.42,78.52
17/06/2023,92.36,35.37,115.62,107.59,49.79
18/06/2023,92.79,35.37,115.26,111.96,73.53
19/06/2023,93.23,36.03,109.34,79.28,58.58
20/06/2023,94.51,33.16,70.46,65.18,76.31
21/06/2023,90.85,37.93,98.35,91.68,71.14
22/06/2023,90.95,38.52,50.97,50.97,54.05
23/06/2023,87.55,36.62,57.8,54.93,46.14
24/06/2023,87.2,32.18,150.41,113.21,50.6
25/06/2023,86.84,32.18,61.55,70.31,109.85
26/06/2023,86.49,32.33,78.44,58.23,51.92
27/06/2023,89.09,33.18,71.33,51.59,53.38
28/06/2023,88.21,33.27,72.23,43.91,44.42
29/06/2023,88.13,34.34,73.34,33.22,48.08
30/06/2023,89.57,33.82,44.97,44.23,39.19
01/07/2023,88.91,35.8,92.9,70.77,145
02/07/2023,88.24,35.8,594.9,229.84,161.85
03/07/2023,87.58,36.22,133.77,105.93,83.61
04/07/2023,87.69,35.62,173.93,88.95,57.02
05/07/2023,85.81,33.81,132.68,83.15,44.46
06/07/2023,86.29,34.66,107.71,47.76,46.42
07/07/2023,86.15,32.79,108.26,59.29,40.88
08/07/2023,86.19,32.3,116.15,103.44,114.23
09/07/2023,86.22,32.3,97.11,96.99,4.01
10/07/2023,86.26,32.63,107.85,85.1,53.7
11/07/2023,87.05,31.66,134.6,47.2,46.76
12/07/2023,85.83,29.26,138.97,51.46,52.58
13/07/2023,85.88,27.47,87.87,63.09,53.96
14/07/2023,86.35,26.24,70.2,56.07,34.55
15/07/2023,86.49,26.36,89.39,90,75.33
16/07/2023,86.64,26.36,174.42,155.4,71.7
17/07/2023,86.78,26.72,125.0,106.49,55.98
18/07/2023,88.18,24.84,100.5,107.72,39.2
19/07/2023,88.98,25.86,66.34,38.83,51.39
20/07/2023,90.84,26.53,74.14,69.98,48.32
21/07/2023,91.82,27.05,59.31,43.12,41
22/07/2023,91.64,28.73,99.23,78.27,33.47
23/07/2023,91.47,28.73,111.83,97.93,27.08
24/07/2023,91.29,29.28,54.73,39.64,41.78
25/07/2023,92.34,29.03,66.95,44.95,109.34
26/07/2023,90.77,31.57,51.15,35.48,46.29
27/07/2023,90.92,30.86,38.62,29.3,43.25
28/07/2023,88.7,28.45,54.35,34.86,43
29/07/2023,88.07,26.14,82.54,81.81,75.6
30/07/2023,87.44,26.14,135.07,93.01,85
31/07/2023,86.81,26.37,59.25,58.72,42.37
01/08/2023,84.62,26.5,54.98,55.5,15.99
02/08/2023,83.2,26.82,62.68,50.47,46.39
03/08/2023,84.41,27.0,79.38,76.01,25.19
04/08/2023,83.41,29.3,62.72,39.24,52.08
05/08/2023,83.15,28.18,70.95,54.31,45.76
06/08/2023,82.9,28.18,68.06,76.49,45
07/08/2023,82.64,28.17,73.35,87.32,41.81
08/08/2023,83.97,29.34,109.36,44.98,65.71
09/08/2023,83.9,29.38,97.06,58.88,28.48
10/08/2023,84.55,34.24,164.73,50.25,50.15
11/08/2023,86.8,35.74,136.47,83.72,38
12/08/2023,87.18,33.12,106.28,106.28,109.82
13/08/2023,87.57,33.12,119.09,118.49,58.25
14/08/2023,87.95,33.76,114.11,61.44,52.11
15/08/2023,86.87,32.84,119.07,109.5,44.7
16/08/2023,88.58,35.31,73.12,64.45,55.24
17/08/2023,88.85,35.48,50.64,47.26,54.56
18/08/2023,88.05,35.16,78.53,40.15,44.32
19/08/2023,87.98,33.22,117.56,119.94,105.32
20/08/2023,87.92,33.22,126.75,126.29,75.15
21/08/2023,87.85,33.51,113.49,58.57,47.72
22/08/2023,90.01,38.3,114.04,92.91,109.04
23/08/2023,88.0,40.64,194.38,162.19,96
24/08/2023,85.21,38.93,157.43,153.03,94.68
25/08/2023,85.25,32.14,67.99,44.9,56.36
26/08/2023,85.37,37.71,88.75,43.94,43.3
27/08/2023,85.48,37.71,41.53,90.29,31.53
28/08/2023,85.6,34.11,65.0,66.01,50.25
29/08/2023,85.0,34.07,71.66,59.76,44.06
30/08/2023,86.0,37.15,73.27,51.94,33.91
31/08/2023,86.03,35.0,62.29,48.66,43.25
01/09/2023,85.64,35.38,62.62,47.48,49.4
02/09/2023,85.12,32.21,71.45,71.61,44.73
03/09/2023,84.6,32.21,133.65,98.7,70.72
04/09/2023,84.08,32.11,126.24,67.43,50.74
05/09/2023,83.91,32.42,109.82,75.9,37
06/09/2023,83.7,31.72,116.4,107.04,70.92
07/09/2023,83.29,32.09,102.07,92.85,87.3
08/09/2023,81.62,31.04,159.09,92.65,95.73
09/09/2023,81.66,34.24,151.32,113.5,93.9
10/09/2023,81.69,34.24,151.9,131.57,121
11/09/2023,81.73,34.01,437.82,138.8,195.34
12/09/2023,81.12,36.75,190.43,68.63,76.59
13/09/2023,83.76,35.96,61.48,61.11,68.58
14/09/2023,82.93,36.25,147.6,72.77,117.48
15/09/2023,82.1,36.15,126.98,60.42,67.9
16/09/2023,81.69,34.83,148.8,89.13,57.75
17/09/2023,81.29,34.83,147.82,121.72,50
18/09/2023,80.88,35.51,131.34,92.2,37.49
19/09/2023,81.3,34.7,120.16,115.62,145
20/09/2023,82.76,35.28,201.2,115.54,102
21/09/2023,84.43,36.88,201.12,115.73,197.39
22/09/2023,85.3,38.2,85.7,124.92,101.37
23/09/2023,85.16,39.94,103.1,91.58,47.87
24/09/2023,85.03,39.94,159.75,136.96,124.76
25/09/2023,84.89,39.98,303.52,142.95,135.56
26/09/2023,82.51,44.41,183.98,75.78,108.91
27/09/2023,81.86,41.01,159.32,56.54,45.35
28/09/2023,83.11,39.09,183.8,119.9,134.55
29/09/2023,81.45,41.05,68.03,91.06,176.32
30/09/2023,81.2,38.65,155.14,116.99,53.9
01/10/2023,80.95,38.65,3.01,51.93,71.08
02/10/2023,80.7,38.54,157.13,94.32,70.57
03/10/2023,79.8,34.22,71.07,130.01,107.73
04/10/2023,81.82,28.43,113.54,104.74,99.46
05/10/2023,80.86,31.46,173.69,60.78,50.82
06/10/2023,80.62,29.8,110.09,86.01,106.82
07/10/2023,80.96,28.6,108.69,108.69,105.01
08/10/2023,81.29,28.6,107.98,84.42,75
09/10/2023,81.63,29.6,122.71,128.7,145.38
10/10/2023,84.74,38.61,104.53,76.48,55
11/10/2023,83.78,44.22,132.2,136.03,89.16
12/10/2023,85.45,46.31,116.7,107.31,162.1
13/10/2023,85.66,46.84,72.06,87.83,92.44
14/10/2023,84.91,52.47,131.36,133.97,110.1
15/10/2023,84.16,52.47,141.66,148.84,145.8
16/10/2023,83.41,52.79,133.75,133.95,138.85
17/10/2023,82.65,49.39,85.58,73.19,64.75
18/10/2023,81.79,45.16,78.55,97.76,53.33
19/10/2023,82.0,46.8,118.85,125.94,118.77
20/10/2023,81.67,44.99,101.71,119.06,138.99
21/10/2023,81.21,46.23,118.4,104.96,65.46
22/10/2023,80.76,46.23,109.83,111.4,95.4
23/10/2023,80.3,46.69,99.66,60.57,54.67
24/10/2023,80.66,46.86,46.89,50.64,133.1
25/10/2023,79.93,48.83,66.81,94.92,63.56
26/10/2023,79.58,48.84,61.96,59,48.61
27/10/2023,79.36,48.47,59.55,107.33,60.59
28/10/2023,79.17,47.75,81.06,62.1,74.46
29/10/2023,78.97,47.75,84.11,56.52,#NAME?
30/10/2023,78.78,47.98,103.0,103,62.55
31/10/2023,79.41,50.27,74.27,70.1,93.14
01/11/2023,78.66,43.51,33.01,65.21,89
02/11/2023,79.06,38.33,64.91,85.27,58.93
03/11/2023,77.2,37.75,89.29,89.52,79.76
04/11/2023,76.76,40.89,28.74,23.8,44.6
05/11/2023,76.32,40.89,45.25,68.97,54.87
06/11/2023,75.88,41.24,95.9,96.81,64.53
07/11/2023,75.36,41.65,68.04,68.56,84.52
08/11/2023,75.4,42.67,51.38,44.71,102.13
09/11/2023,77.3,43.5,52.89,50.46,51.71
10/11/2023,78.5,44.6,64.64,64.64,76.56
11/11/2023,78.01,41.36,47.96,47.96,81
12/11/2023,77.53,41.36,51.6,34.04,76.81
13/11/2023,77.04,41.96,64.97,64.47,136.57
14/11/2023,78.57,40.66,82.25,88.12,93.9
15/11/2023,79.8,42.69,57.9,47.39,136.17
16/11/2023,77.2,46.47,55.93,50.09,94.27
17/11/2023,76.23,46.08,49.16,49.13,92.9
18/11/2023,76.37,44.75,11.36,42.62,27.98
19/11/2023,76.52,44.75,103.55,100.82,101.86
20/11/2023,76.66,45.1,68.18,78.97,43.39
21/11/2023,75.21,45.88,51.42,37.36,61.76
22/11/2023,75.1,45.4,59.64,44.17,50.98
23/11/2023,76.57,44.49,99.69,104.56,101
24/11/2023,76.46,45.63,112.58,115.34,75.77
25/11/2023,75.33,46.47,44.13,47.1,42.01
26/11/2023,74.2,46.47,39.65,46.58,67.8
27/11/2023,73.07,47.03,57.08,57.08,45.15
28/11/2023,72.5,44.85,74.8,74.74,106
29/11/2023,70.78,43.51,64.42,64.83,66.46
30/11/2023,70.56,42.69,137.13,137.01,138.39
01/12/2023,72.45,42.24,126.75,125.68,128.53
02/12/2023,71.78,43.07,32.92,32.26,64.84
03/12/2023,71.1,43.07,29.05,29.05,37.57
04/12/2023,70.43,42.89,45.32,45.32,25
05/12/2023,68.91,41.53,39.26,39.7,131.03
06/12/2023,68.96,39.14,76.41,76.41,45.33
07/12/2023,69.97,38.86,60.08,60.08,26.8
08/12/2023,68.62,39.69,39.23,39.4,18.17
09/12/2023,68.19,39.32,20.95,30.55,34.46
10/12/2023,67.77,39.32,63.69,61.87,70.27
11/12/2023,67.34,39.64,89.71,91.65,69.55
12/12/2023,68.24,35.66,61.91,38.5,90.22
13/12/2023,68.88,34.83,30.98,28.44,93.76
14/12/2023,66.73,35.02,54.35,38.69,41.32
15/12/2023,67.57,34.58,46.34,46.34,65.83
16/12/2023,68.25,31.97,29.56,31.4,62.5
17/12/2023,68.93,31.97,36.57,53.03,56.9
18/12/2023,69.61,32.44,60.21,56.45,84.06
19/12/2023,69.76,32.65,55.04,42.95,55
20/12/2023,73.2,31.85,41.42,56.49,86.38
21/12/2023,75.88,32.43,48.89,59.85,94.82
22/12/2023,76.94,33.69,39.98,21.42,32.59
23/12/2023,77.1,32.61,42.1,42.09,50.79
24/12/2023,77.26,33.02,6.07,5.9,65.69
25/12/2023,77.42,32.61,33.39,18.45,68.15
26/12/2023,77.58,32.61,54.71,76.06,103.5
27/12/2023,77.74,33.14,32.96,18.02,75.55
28/12/2023,77.94,34.97,41.07,47.43,49.95
29/12/2023,77.98,32.33,26.6,31.59,99.16
30/12/2023,77.01,31.86,60.25,54.21,91
31/12/2023,76.04,31.86,20.25,12.21,83.29
01/01/2024,75.06,31.77,56.96,53.24,108.6
02/01/2024,74.09,31.69,54.59,54.22,121.61
03/01/2024,75.42,30.01,61.99,30.07,33.83
04/01/2024,73.78,31.04,68.72,68.72,122.96
05/01/2024,73.97,32.95,25.01,37.14,37.38
06/01/2024,72.63,34.06,11.72,19.23,65.23
07/01/2024,71.3,34.06,20.51,20.51,75.75
08/01/2024,69.96,34.6,42.63,42.68,41.75
09/01/2024,69.9,32.15,49.1,47.79,49.54
10/01/2024,67.72,31.03,55.19,54.45,69.28
11/01/2024,65.96,31.16,59.05,60.4,75.3
12/01/2024,63.8,30.72,56.4,57.74,111.99
13/01/2024,64.83,31.29,12.14,36.54,84.38
14/01/2024,65.87,31.29,19.93,22.9,35.36
15/01/2024,66.9,31.54,33.1,38.29,197.52
16/01/2024,65.49,30.39,67.14,65.76,96
17/01/2024,63.31,30.23,71.05,41.2,88.51
18/01/2024,63.28,28.6,50.98,42.73,133.73
19/01/2024,63.42,28.54,41.51,45.54,43.35
20/01/2024,63.08,28.6,32.14,30.1,72.23
21/01/2024,62.75,28.6,23.76,31.28,30.98
22/01/2024,62.41,28.29,61.44,73.32,35.32
23/01/2024,63.27,26.99,72.25,76.84,51.1
24/01/2024,65.8,26.83,56.42,67.38,278.36
25/01/2024,63.41,27.6,48.53,40.17,29.8
26/01/2024,63.1,28.03,24.43,40.63,82.54
27/01/2024,62.66,27.06,42.07,23.8,34.07
28/01/2024,62.21,27.06,37.75,35.31,80.63
29/01/2024,61.77,27.26,57.18,51.29,75.04
30/01/2024,64.02,28.67,31.13,31.95,#NAME?
31/01/2024,64.4,28.25,50.79,50.98,64
01/02/2024,62.32,29.58,51.38,49.1,77.78
02/02/2024,63.5,29.21,36.09,38.34,54.9
03/02/2024,63.2,28.49,38.15,43.65,65.72
04/02/2024,62.89,28.49,41.39,63.83,52.52
05/02/2024,62.59,28.6,67.69,89.11,77.57
06/02/2024,63.49,28.26,66.22,73.77,96.84
07/02/2024,62.32,28.45,58.23,58.47,163.74
08/02/2024,60.71,28.62,61.0,28.01,37.75
09/02/2024,58.8,27.77,20.17,42.33,32.5
10/02/2024,58.27,27.12,22.23,23.13,46.46
11/02/2024,57.73,27.12,21.9,44,55.89
12/02/2024,57.2,27.24,44.79,44.79,35
13/02/2024,56.65,26.01,39.62,29.06,#NAME?
14/02/2024,56.44,25.95,24.95,30.05,76.6
15/02/2024,57.95,24.82,22.92,38.93,47.91
16/02/2024,57.11,25.16,25.11,28.5,110.7
17/02/2024,55.79,24.47,54.81,33.66,56.73
18/02/2024,54.46,24.47,33.78,36.81,34.9
19/02/2024,53.14,24.69,39.93,40.06,71.5
20/02/2024,54.21,23.83,37.9,28.42,124.36
21/02/2024,54.51,23.78,40.34,31.75,53.99
22/02/2024,52.59,23.81,54.9,50.26,81.59
23/02/2024,52.51,23.77,59.33,60.32,40.78
24/02/2024,52.95,22.77,47.78,41.91,143.98
25/02/2024,53.39,22.77,47.66,17.43,18.1
26/02/2024,53.83,22.88,29.8,29.8,218
27/02/2024,55.96,23.51,52.55,46.88,#NAME?
28/02/2024,57.21,23.96,45.09,45.09,26.19
29/02/2024,56.44,25.45,31.19,29.92,45.95
01/03/2024,56.31,24.99,30.65,31.64,40.71
02/03/2024,56.63,25.44,38.7,38.7,36.85
03/03/2024,56.96,25.44,44.45,44.45,108.63
04/03/2024,57.28,25.62,44.08,37.38,42.84
05/03/2024,60.0,26.05,47.16,59.1,54.09
06/03/2024,58.79,27.96,50.29,49.98,46.01
07/03/2024,59.44,27.85,45.45,34.49,45.09
08/03/2024,58.5,26.31,79.5,56.48,45.57
09/03/2024,57.71,26.05,83.04,70.44,46.81
10/03/2024,56.92,26.05,76.33,50.05,51.68
11/03/2024,56.13,26.12,47.22,39.97,114.45
12/03/2024,57.0,25.23,56.66,41.57,30.49
13/03/2024,55.87,24.59,33.84,58.54,50.71
14/03/2024,58.8,24.83,65.61,46.4,25.26
15/03/2024,59.38,24.77,50.05,77.46,115.33
16/03/2024,60.06,26.52,76.32,76.47,86.89
17/03/2024,60.74,26.52,54.16,54.2,42.78
18/03/2024,61.42,26.81,79.07,90.16,27.8
19/03/2024,61.31,28.52,76.95,91.62,107.66
20/03/2024,60.01,28.53,107.11,97.69,125.41
21/03/2024,59.37,28.01,60.85,77.01,50
22/03/2024,61.5,26.71,71.83,49.15,45.32
23/03/2024,62.61,27.32,78.54,44.16,80.82
24/03/2024,63.73,27.32,64.87,72.1,42.9
25/03/2024,64.84,27.05,112.85,86.94,46.46
26/03/2024,63.0,28.51,89.26,66.73,35.22
27/03/2024,62.61,27.55,68.8,76,40.18
28/03/2024,61.93,27.15,73.93,59.82,64.87
29/03/2024,61.32,27.0,95.59,95.64,48.37
30/03/2024,60.72,26.79,81.26,84.31,45.4
31/03/2024,60.11,26.79,116.26,23.43,54.85
01/04/2024,59.51,27.0,20.91,27.54,51.67
02/04/2024,58.9,27.38,96.48,79.82,75
03/04/2024,57.55,26.74,50.26,37.29,34.89
04/04/2024,58.39,25.68,35.17,39.05,70
05/04/2024,61.01,25.96,56.04,14.45,69.32
06/04/2024,61.8,26.01,133.91,26.58,42.51
07/04/2024,62.6,26.01,135.18,54.25,78.74
08/04/2024,63.39,26.21,81.66,22.72,48.8
09/04/2024,63.96,26.9,71.66,14.68,124.35
10/04/2024,62.85,27.76,160.87,102,58.84
11/04/2024,68.83,27.61,137.25,70.93,108.12
12/04/2024,71.64,28.69,126.02,66.5,76.66
13/04/2024,71.15,29.85,128.45,88.83,122.02
14/04/2024,70.65,29.85,179.98,47.85,85.03
15/04/2024,70.16,29.9,93.92,20.72,87
16/04/2024,74.25,30.79,84.52,25.76,149.97
17/04/2024,70.33,33.21,92.87,135.16,74.5
18/04/2024,71.55,32.79,68.04,111.97,81.75
19/04/2024,68.52,32.25,28.03,29.41,98.52
20/04/2024,67.81,31.7,86.49,29.32,71.25
21/04/2024,67.11,31.7,96.16,43.55,46.48
22/04/2024,66.4,31.8,97.29,114.7,58.25
23/04/2024,66.38,30.4,95.84,73.72,58.8
24/04/2024,66.85,29.8,66.91,86.68,50.14
25/04/2024,68.41,29.22,85.88,38.04,64.72
26/04/2024,67.51,30.34,76.21,31.3,50.9
27/04/2024,66.94,29.4,119.96,31.8,62.5
28/04/2024,66.37,29.4,143.62,143.62,68.76
29/04/2024,65.8,29.18,170.94,56.18,90.71
30/04/2024,69.2,27.98,122.41,71.1,96.12
01/05/2024,67.91,28.74,170.47,48.24,113.64
02/05/2024,72.69,28.61,89.35,58.7,86.15
03/05/2024,71.84,30.27,60.61,64.01,77.83
04/05/2024,72.45,29.4,122.06,35.85,43.94
05/05/2024,73.06,29.4,112.89,56.73,37.71
06/05/2024,73.67,30.69,69.28,50.05,34.72
07/05/2024,70.85,30.76,85.52,45.84,82.58
08/05/2024,71.92,31.67,67.84,50.76,66.58
09/05/2024,73.62,30.65,134.82,37.87,99.19
10/05/2024,71.59,31.18,96.24,29.2,52.06
11/05/2024,71.08,29.87,146.73,57.76,60.04
12/05/2024,70.58,29.87,211.19,148.79,70.72
13/05/2024,70.07,30.47,148.64,39.71,46.26
14/05/2024,70.1,29.1,136.42,68.67,60.75
15/05/2024,69.19,29.16,121.38,30.63,104.36
16/05/2024,70.79,29.51,110.62,68.05,85.41
17/05/2024,70.52,29.8,42.3,78.79,46.68
18/05/2024,71.76,30.28,134.45,48.15,35.38
19/05/2024,73.0,30.28,137.99,33.43,73
20/05/2024,74.24,30.36,136.23,77.39,67.29
21/05/2024,76.2,31.98,98.51,59.78,69.01
22/05/2024,76.67,31.99,98.74,51,46.82
23/05/2024,76.1,33.94,134.75,68.52,69.19
24/05/2024,75.78,35.49,45.72,80.91,72.68
25/05/2024,76.02,35.48,136.95,81.89,56.82
26/05/2024,76.27,35.48,144.98,79.31,39.75
27/05/2024,76.51,34.22,148.5,46.82,70.3
28/05/2024,74.6,34.3,89.06,31.87,42.15
29/05/2024,73.95,34.01,81.08,58.87,77.39
30/05/2024,75.2,33.92,63.52,42.32,70.64
31/05/2024,74.07,34.51,49.7,22.24,48.02
01/06/2024,74.26,34.91,82.94,8.98,1.55
02/06/2024,74.44,34.91,128.59,69.61,40.22
03/06/2024,74.63,35.02,147.98,74.06,51.8
04/06/2024,72.58,37.12,191.66,85.4,132.52
05/06/2024,72.0,34.64,131.72,93.26,128.23
06/06/2024,71.53,33.48,148.22,87.56,63.06
07/06/2024,71.42,33.62,141.67,64.5,50.99
08/06/2024,71.25,32.85,129.35,88.49,37.51
09/06/2024,71.08,32.85,153.0,75.72,45.22
10/06/2024,70.91,33.0,116.91,44.72,43.42
11/06/2024,70.41,32.89,127.64,78.79,48.67
12/06/2024,70.3,34.68,114.98,44.67,63.78
13/06/2024,70.87,35.3,145.0,64,42.23
14/06/2024,68.53,36.26,95.26,64.1,86.5
15/06/2024,68.41,34.92,164.29,127.72,75.74
16/06/2024,68.28,34.92,159.95,77.3,46.5
17/06/2024,68.16,35.04,170.71,53.79,44.75
18/06/2024,68.38,34.61,120.84,39.66,33.06
19/06/2024,70.74,34.42,121.25,81.22,67.34
20/06/2024,69.19,34.72,146.28,65,82.17
21/06/2024,68.05,34.87,38.71,65.14,39.15
22/06/2024,67.89,33.89,124.12,87.04,69.59
23/06/2024,67.72,33.89,117.65,97.82,56.69
24/06/2024,67.56,33.97,179.36,99.53,53.47
25/06/2024,67.8,33.91,136.74,105.05,72.44
26/06/2024,67.23,34.53,38.32,79.74,33.1
27/06/2024,66.49,34.34,155.48,74.75,77
28/06/2024,67.36,34.13,148.01,115.36,100.31
29/06/2024,67.68,33.77,139.43,48.84,41.9
30/06/2024,68.01,33.77,103.9,104.73,35.03
01/07/2024,68.33,33.99,132.18,89.11,44.57
02/07/2024,70.93,33.95,54.07,106.41,95.4
03/07/2024,70.91,33.21,91.91,68.27,67.29
04/07/2024,70.18,32.49,134.39,73.64,155
05/07/2024,70.35,32.97,143.14,106.23,45.08
06/07/2024,69.91,32.85,49.95,75.02,72.15
07/07/2024,69.48,32.85,155.54,125.42,41.38
08/07/2024,69.04,32.83,227.9,77.43,60.81
09/07/2024,68.52,32.38,148.79,99.72,63.43
10/07/2024,67.96,31.12,119.5,73.44,43.38
11/07/2024,68.52,30.74,139.85,64.59,48
12/07/2024,69.35,30.77,27.71,65.48,46.9
13/07/2024,68.76,31.15,93.74,94.46,58.94
14/07/2024,68.17,31.15,52.8,180.14,35.93
15/07/2024,67.58,31.22,225.03,90.19,110
16/07/2024,67.94,30.94,133.08,90.51,69.9
17/07/2024,66.42,32.24,177.15,108.22,46.91
18/07/2024,66.11,32.22,193.64,100.44,63.57
19/07/2024,66.0,32.0,154.26,81.38,50.56
20/07/2024,65.6,31.85,139.4,60.65,51.09
21/07/2024,65.19,31.85,128.33,60.08,36.33
22/07/2024,64.79,31.83,166.83,65.61,71.1
23/07/2024,65.79,31.38,82.51,100.27,150.78
24/07/2024,68.9,31.27,123.88,112.79,57.15
25/07/2024,67.08,32.12,142.45,93.17,68.03
26/07/2024,67.71,31.86,83.06,35.71,63.21
27/07/2024,68.07,32.45,105.3,41.7,72.56
28/07/2024,68.42,32.45,164.35,83.69,43.81
29/07/2024,68.78,32.46,179.77,86.97,62.65
30/07/2024,68.58,33.4,177.19,108.27,185.01
31/07/2024,69.24,33.53,124.79,94.19,146.56
01/08/2024,71.17,34.92,77.69,58.81,78.98
02/08/2024,70.44,36.12,95.61,55.56,77.34
03/08/2024,69.91,35.65,132.54,48.92,87.65
04/08/2024,69.39,35.65,127.15,98.18,41.26
05/08/2024,68.86,35.73,213.66,102.65,71.94
06/08/2024,69.92,34.59,227.9,77.7,55.04
07/08/2024,70.57,36.0,114.23,56.44,133.92
08/08/2024,71.06,37.1,165.13,51.99,177.8
09/08/2024,70.14,38.46,125.77,90.62,120.54
10/08/2024,70.98,39.4,173.77,110.6,80.8
11/08/2024,71.81,39.4,197.14,119.01,31.33
12/08/2024,72.65,39.55,217.86,123.62,46.33
13/08/2024,71.29,40.15,164.98,64.42,185.73
14/08/2024,71.87,38.72,144.21,46.3,80.68
15/08/2024,72.11,38.33,160.34,78.26,95.5
16/08/2024,72.52,38.58,195.55,69.27,75.33
17/08/2024,72.73,38.62,109.75,79.35,44.61
18/08/2024,72.93,38.62,97.96,111.64,107.47
19/08/2024,73.14,38.72,123.93,61.59,31.71
20/08/2024,73.07,39.11,140.59,69.42,82.9
21/08/2024,72.14,38.22,161.63,101.26,77.97
22/08/2024,71.57,36.72,117.09,121.5,114.37
23/08/2024,71.13,35.85,139.7,132.88,93.38
24/08/2024,70.92,38.62,135.7,113.99,71.08
25/08/2024,70.7,38.62,139.46,126.61,127.3
26/08/2024,70.49,36.13,213.51,103.02,99
27/08/2024,71.49,36.21,231.07,120.35,78.75
28/08/2024,70.77,38.33,195.86,108.37,60.78
29/08/2024,71.06,38.77,244.02,85.05,124.21
30/08/2024,70.3,38.33,77.03,52.02,94.49
31/08/2024,70.34,39.57,149.09,114.26,52.65
01/09/2024,70.39,39.57,155.6,122.63,58.72
02/09/2024,70.43,39.68,174.21,55.75,53.94
03/09/2024,68.16,38.76,573.68,51.97,54.28
04/09/2024,67.0,37.46,230.87,49.15,46.56
05/09/2024,66.2,36.25,119.42,64.75,57.9
06/09/2024,66.5,36.0,124.01,82.63,44.9
07/09/2024,66.51,36.65,149.96,115.13,58.59
08/09/2024,66.51,36.65,128.11,87.66,54.23
09/09/2024,66.52,36.85,77.54,109.05,74.7
